,Rank,Value,Name,Price,Signature,Comments,Tone Grade,Technical Grade,Setup,Status
1011,D-,,Shozy x AAW Hibiki,60,Bright,"Sharp, shrill tonality. Average everything else.",D+,D-,DD,Personal unit
1012,D-,,Raycon E25,80,V-shaped,"It's a lot of bass. A ridiculous amount of bass. Bloated, muddy and piercing all at the same time.",D-,D+,DD,Personal unit
1013,D-,,RHA CL750,100,Bright,Ear-piercing treble makes it hard to listen to.,D-,D+,DD,AV One demo unit
1014,D-,,Sony WF-SP800N,220,Bassy,It's all bass.,D-,D+,DD,ConnectIT demo unit
1015,D-,,ddHiFi Janus,250,Mid-centric,Someone forgot to tune bass into this... thing.,D-,D+,DD,AV One demo unit
1016,D-,,Nuforce HEM4,330,Warm,Dead as a doornail. Missing bits and pieces in its tuning.,D+,D-,2BA,Jaben SG demo unit
1017,D-,,Nuforce HEM6,450,Warm,Refer to the above.,D+,D-,3BA,Jaben SG demo unit
1018,D-,,Earsonics SM64v2,500,Warm,"Weirdly incoherent and disjointed. Good warmth, though.",D-,D+,3BA,AV One demo unit
1019,D-,,Westone UM Pro 50,750,Dark,"In true Westone fashion: the ""downslope"" signature at its worst.",D-,D+,5BA,Treoo demo unit
1020,D-,,Campfire Vega (2020),900,Bassy,"Uncontrolled bass, lacks definition and with barely any resolution.",D+,D-,DD,Third party unit
1021,D-,,oBravo Ra 21 C,7000,Unique,"Noted tuning improvements over its predecessor, but still a fundamentally flawed IEM design.",D-,D+,1AMT 1DD,E1 demo unit
1022,D-,,Ambient Acoustics AM16,Discont.,"""Balanced""",Sounds weird and is completely average in pure technicalities. Disappointing.,D-,D+,16BA,Zeppelin & Co demo unit
1023,D-,,Rhapsodio Clipper,55,Bassy,Lots and lots of bass. Slams you in the face with bass.,D,D-,,Zeppelin & Co demo unit
1024,D-,,Audio Technica ATH-LS50,60,Bassy,Really weird and wonky tonality. Really struggles to resolve... things.,D-,D,2DD,Stereo SG demo unit
1025,D-,,Campfire Honeydew,250,Bassy,"Bloated bass, recessed upper-mids, generally off-tone, and simply lacking surface-level detailing.",D-,D,DD,ConnectIT demo unit
1026,D-,,Westone UM Pro 20,300,Warm V-shape,"In true Westone fashion: the ""downslope"" signature at its worst, with a random treble spike to boot.",D-,D,2BA,Treoo demo unit
1027,D-,,Westone UM Pro 30,500,Warm V-shape,"In true Westone fashion: the ""downslope"" signature at its worst, with a random treble spike to boot.",D-,D,3BA,Treoo demo unit
1028,D-,,Ocharaku Flat-4 Kaede Type 2,750,Bright,"As with the other Flat-4s, rather weird and imaging with an intensely shouty and uneven midrange.",D-,D,2DD,Third party unit
1029,D-,,Shozy Elsa,750,Warm,,D-,D,5BA,Zeppelin & Co demo unit
1030,D-,,Unique Melody ME1,760,Warm,"Soft transients, low definition and odd timbre makes this the worst planar I've listened to.",D-,D,Planar,Stereo SG demo unit
1031,D-,,Ocharaku Flat-4 Akakeyaki,800,Bright,"As with the other Flat-4s, rather weird and imaging with an intensely shouty and uneven midrange.",D-,D,2DD,Third party unit
1032,D-,,Ocharaku Flat-4 Akazakura,800,Bright V-shape,"As with the other Flat-4s, rather weird and imaging with an intensely shouty and uneven midrange.",D-,D,2DD,Third party unit
1033,D-,,Ocharaku Flat-4 Ti Plus,1000,Bright V-shape,"As with the other Flat-4s, rather weird and imaging with an intensely shouty and uneven midrange.",D-,D,2DD,Third party unit
1034,D-,,Fearless ACME8,1100,Bassy,Weird and bloaty bass in conjunction with tonally weird midrange.,D-,D,8BA,Music Sanctuary demo unit
1035,D-,,Ocharaku Flat-4 Kaede Type 1,Discont.,Bright V-shape,"As with the other Flat-4s, rather weird and imaging with an intensely shouty and uneven midrange.",D-,D,2DD,Third party unit
1036,D-,,Seahf AWK-009,15,Bright,"Phasing issues, weirdly incoherent and yet a strangely compelling listen.",D-,D-,DD,Third party unit
1037,D-,,TFZ 1S,40,V-shaped,A little bloated at times and definitely congested.,D-,D-,DD,LMUE demo unit
1038,D-,,Kinera YH263,70,Bassy,Almost nothing but bass. Zero semblance of any sort of balance.,D-,D-,DD,Available for demo at The Hangout
1039,D-,,Westone UM Pro 10,150,Dark,Attempted neutrality but someone forgot the treble.,D-,D-,BA,Treoo demo unit
1040,D-,,Audio Technica ATH-CKS5TW,150,Dark,Muddy bass with virtually nonexistent treble.,D-,D-,DD,Zeppelin & Co demo unit
1041,D-,,Audio Technica ATH-CKR7TW,250,Bright,"Shrill, sharp and screams in your face.",D-,D-,DD,ConnectIT demo unit
1042,D-,,Westone W10,250,Dark,Attempted neutrality but someone forgot the treble.,D-,D-,BA,Treoo demo unit
1043,D-,,Effect Audio King Arthur,7000,Dark,"A joke, both in price and sound. Nobody's laughing.",D-,D-,16BA,Third party unit
1044,E,,RHA CL1,280,Bright,So much treble to the point where nothing sounds correct. Like raining metal balls on a tin roof.,E,B,DD,AV One demo unit
1045,E,,Hifiman RE800,700,Bright,"No bass extension, piercing highs, all round simply just... unpleasant.",E,B,DD,AV One demo unit
1046,E,,Empire Ears EVR Mk2,950,Neutral,Not even the vocals; just terribly unnatural everything.,E,B-,2EST 3BA,Zeppelin & Co demo unit
1047,E,,Unique Melody 3DD-Ti,700,Bright,"It's not the quantity of the treble, but the quality. Reserved only for the most esoteric of tastes.",E,C+,3DD,Stereo SG demo unit
1048,E,,Final Audio LAB 2,7400,Unique,Fancy artisanal garbage that fails at the very thing it's supposed to be: an IEM.,E,C,DD,Third party unit
1049,E,,Kinera H3,100,V-shaped,"Completely off timbre, extremely recessed midrange and sharp, painful treble.",E,C-,2BA 1DD,Personal unit
1050,E,,Hifiman TWS600,200,Mid-centric,Telephonic mess. The worst TWS IEM I have ever heard.,E,C-,DD,ConnectIT demo unit
1051,E,,Campfire IO,300,"""Balanced""",Tonality and timbre is all sorts of wrong. Lacks the technicalities to redeem it.,E,C-,2BA,Third party unit
1052,E,,Final Audio Adagio 3,60,V-shaped,A case study on how NOT to do a V-shape.,E,D,DD,Jaben SG demo unit
1053,E,,Shozy Ceres,180,Warm,,E,D,1BA 1DD,Available for demo at The Hangout
1054,E,,Astrotec Volans,330,Warm,"Mediocre tuning, virtually zero technicalities, no redeeming qualities.",D,E,DD,Review loaner
1055,E,,JH Audio Diana,700,Dark,Mushy transients and the detailing capability of free phone earbuds.,E,D,3BA,ConnectIT demo unit
1056,E,,Sensaphonics 2X-S,750,Bright neutral,Sharp and shrill yet surprisingly dead. Like shoving blunted icepicks into your ears.,E,D,2BA,Jaben Melbourne demo unit
1057,E,,Sensaphonics 2MAX,850,Bright neutral,Odd timbre. Technical ability isn't even that great.,E,D,2BA,Jaben Melbourne demo unit
1058,E,,Sensaphonics 3MAX,1050,Warm,It's a slight improvement over the 2MAX but not by much.,E,D,3BA,Jaben Melbourne demo unit
1059,E,,Fender Thirteen 6,1800,Dark,Instruments sound wrong. Everything is underwater. Help.,E,D,6BA 1DD,E1 demo unit
1060,E,,oBravo Ra C-Cu,10000,Unique,An indescribable affront to God and humanity both in sound and pricing.,E,D,1AMT 1DD,Third party unit
1061,E,,AAW A2H Pro V1,Discont.,Dark,"Dead, bloated, congested. Feels like I have to strain to hear even surface-level detailing.",D,E,1BA 1DD,Jaben SG demo unit
1062,E,,Geek Wold GK3,20,Dark,"Incoherent, imaging is all over the place and sounds like a mess.",E,D-,3DD,Third party unit
1063,E,,Shozy x AAW Pola,800,Dark,"Dark, muffled, veiled, muddy, congested etc. etc. basically every permutation of similar descriptors.",E,D-,2EST 1DD,Zeppelin & Co demo unit
1064,E,,Fischer Omega Spark,60,Bright,Someone should harvest their drivers for tweeters since I hear nothing below the upper mids.,E,E,DD,E1 demo unit
1065,E,,Sendiy M1221,200,V-shaped,It literally sounds out of phase. It's an accomplishment in itself.,E,E,1BA 1DD,E1 demo unit
1066,E,,LEAR NatroSound NS-U1,250,Variable,"An IEM that supposedly sacrifices tuning for staging, ends up killing both.",E,E,2DD,Treoo demo unit
1067,E,,VE Monk IE Smalls,Discont.,Dark,Sounds exactly like what would happen if you shoved an earbud driver into an IEM housing.,E,E,DD,Third party unit
1068,F,,VE Monk IE Biggie,Discont.,Dark,Absolute mud and congestion. Could work as a subwoofer since it barely plays anything above 500Hz anyways.,F,E,DD,Third party unit
1069,F,,Oppo MH130,14,Complete failure,The horribleness of this can only be experienced in real life.,F,F,DD,Third party unit
1070,F,,Delta Air complimentary earphones,0,Complete failure,It's a telephone in IEM form. It is physically unable to play bass or treble.,F,F,DD,Third party unit
1071,F,,SIA complimentary earphones,0,Dark,Its full potential can only be unleashed by an Airbus A380.,F,F,DD,Personal unit
